0.0 0.0 1000.0
200.0 0.0 1007.0
400.0 0.0 1014.0
600.0 0.0 1021.0
800.0 0.0 1028.0
1000.0 0.0 1035.0
1200.0 0.0 1042.0
1400.0 0.0 1049.0
1600.0 0.0 1056.0
1800.0 0.0 1063.0
2000.0 0.0 1070.0
2200.0 0.0 1077.0
2400.0 0.0 1084.0
2600.0 0.0 1091.0
2800.0 0.0 1098.0
3000.0 0.0 1105.0
3200.0 0.0 1112.0
3400.0 0.0 1119.0
3600.0 0.0 1126.0
3800.0 0.0 1133.0
4000.0 0.0 1140.0
4200.0 0.0 1147.0
4400.0 0.0 1154.0
4600.0 0.0 1161.0
4800.0 0.0 1168.0
5000.0 0.0 1175.0
5200.0 0.0 1182.0
5400.0 0.0 1189.0
5600.0 0.0 1196.0
5800.0 0.0 1203.0
6000.0 0.0 1210.0
6200.0 0.0 1217.0
6400.0 0.0 1224.0
6600.0 0.0 1231.0
6800.0 0.0 1238.0
7000.0 0.0 1245.0
7200.0 0.0 1252.0
7400.0 0.0 1259.0
7600.0 0.0 1266.0
7800.0 0.0 1273.0
8000.0 0.0 1280.0
8200.0 0.0 1287.0
8400.0 0.0 1294.0
8600.0 0.0 1301.0
8800.0 0.0 1308.0
9000.0 0.0 1315.0
9200.0 0.0 1322.0
9400.0 0.0 1329.0
9600.0 0.0 1336.0
9800.0 0.0 1343.0
10000.0 0.0 1350.0
10200.0 0.0 1357.0
10400.0 0.0 1364.0
10600.0 0.0 1371.0
10800.0 0.0 1378.0
11000.0 0.0 1385.0
11200.0 0.0 1392.0
11400.0 0.0 1399.0
11600.0 0.0 1406.0
11800.0 0.0 1413.0
12000.0 0.0 1420.0
12200.0 0.0 1427.0
12400.0 0.0 1434.0
12600.0 0.0 1441.0
12800.0 0.0 1448.0
13000.0 0.0 1455.0
13200.0 0.0 1462.0
13400.0 0.0 1469.0
13600.0 0.0 1476.0
13800.0 0.0 1483.0
14000.0 0.0 1490.0
14200.0 0.0 1497.0
14400.0 0.0 1504.0
14600.0 0.0 1511.0
14800.0 0.0 1518.0
15000.0 0.0 1525.0
15200.0 0.0 1532.0
15400.0 0.0 1539.0
15600.0 0.0 1546.0
15800.0 0.0 1553.0
