0.00 1996.00
10000.00 2393.09
20000.00 2055.35
30000.00 2175.98
40000.00 1883.49
50000.00 2369.92
60000.00 1797.80
70000.00 1666.90
80000.00 1772.68
90000.00 1962.75
100000.00 2234.16
110000.00 1735.24
120000.00 2293.28
130000.00 2198.52
140000.00 2319.68
150000.00 1800.89
160000.00 1709.42
170000.00 2091.06
180000.00 1755.46
190000.00 1928.67
200000.00 1668.86
210000.00 2398.41
220000.00 2255.84
230000.00 2058.96
240000.00 2034.18
250000.00 1964.90
260000.00 2234.77
270000.00 1504.05
280000.00 1807.66
290000.00 1840.97
300000.00 2232.46
310000.00 2066.03
320000.00 1894.07
330000.00 2409.95
340000.00 2110.59
350000.00 2146.25
360000.00 1518.71
370000.00 1940.24
380000.00 1977.24
390000.00 1809.17
400000.00 1922.36
410000.00 1935.98
420000.00 2585.60
430000.00 2013.07
440000.00 2061.04
450000.00 1885.79
460000.00 2074.78
470000.00 1931.04
480000.00 1466.77
490000.00 2006.55
500000.00 1984.69
510000.00 2365.90
520000.00 1877.49
530000.00 2151.43
540000.00 2316.49
550000.00 1994.29
560000.00 1873.96
570000.00 1494.91
580000.00 2160.66
590000.00 1842.30
600000.00 1950.61
610000.00 1947.64
620000.00 2270.94
630000.00 2461.74
640000.00 1808.73
650000.00 2036.48
660000.00 1805.05
670000.00 2119.83
680000.00 1623.90
690000.00 1702.74
700000.00 2164.42
710000.00 2149.89
720000.00 2299.90
730000.00 1798.45
740000.00 2351.48
750000.00 2062.63
760000.00 1886.83
770000.00 1636.68
780000.00 1732.40
790000.00 2240.52
800000.00 1784.87
810000.00 2109.52
820000.00 2022.82
830000.00 2489.98
840000.00 2101.63
850000.00 1743.36
860000.00 1974.13
870000.00 1824.55
880000.00 2050.89
890000.00 1497.14
900000.00 2081.82
910000.00 2222.10
920000.00 2260.97
930000.00 2083.39
940000.00 1878.65
950000.00 2360.15
960000.00 1781.11
970000.00 1815.49
980000.00 1564.51
990000.00 2091.46
1000000.00 2150.48
